repository,stars,language,created_at,updated_at,forks,open_issues,size,default_branch,description,url,clone_url,archived,disabled,architecture,community,continuous_integration,documentation,history,issues,license,size_metric,unit_test
calcom/cal.com,37108,TypeScript,2021-03-22T13:47:42Z,2025-07-12T14:14:26Z,9960,1355,1051385,main,Scheduling infrastructure for absolutely everyone.,https://github.com/calcom/cal.com,https://github.com/calcom/cal.com.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kong/insomnia,36722,TypeScript,2016-04-23T03:54:26Z,2025-07-12T14:17:44Z,2094,736,134018,develop,"The open-source, cross-platform API client for GraphQL, REST, WebSockets, SSE and gRPC. With Cloud, Local and Git storage.",https://github.com/Kong/insomnia,https://github.com/Kong/insomnia.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
inkonchain/ink-kit,36694,TypeScript,2024-11-04T16:32:17Z,2025-07-12T13:16:14Z,405,2,1090,main,"Onchain-focused SDK with ready-to-use templates, themes, and magical animated components ✨",https://github.com/inkonchain/ink-kit,https://github.com/inkonchain/ink-kit.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NervJS/taro,36682,TypeScript,2018-04-08T09:32:26Z,2025-07-12T13:29:53Z,4849,1578,1582423,main,开放式跨端跨框架解决方案，支持使用 React/Vue 等框架来开发微信/京东/百度/支付宝/字节跳动/ QQ 小程序/H5/React Native 等应用。  https://taro.zone/,https://github.com/NervJS/taro,https://github.com/NervJS/taro.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
payloadcms/payload,36211,TypeScript,2021-01-05T18:49:45Z,2025-07-12T14:46:35Z,2669,695,148428,main,"Payload is the open-source, fullstack Next.js framework, giving you instant backend superpowers. Get a full TypeScript backend and admin panel instantly. Use Payload as a headless CMS or for building powerful applications.",https://github.com/payloadcms/payload,https://github.com/payloadcms/payload.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lerna/lerna,35971,TypeScript,2015-12-04T09:36:55Z,2025-07-12T07:58:44Z,2276,397,38906,main,"Lerna is a fast, modern build system for managing and publishing multiple JavaScript/TypeScript packages from the same repository.",https://github.com/lerna/lerna,https://github.com/lerna/lerna.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
date-fns/date-fns,35930,TypeScript,2014-10-06T10:24:22Z,2025-07-12T02:24:32Z,1834,835,23128,main,⏳ Modern JavaScript date utility library ⌛️,https://github.com/date-fns/date-fns,https://github.com/date-fns/date-fns.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
siyuan-note/siyuan,35869,TypeScript,2020-08-30T09:21:35Z,2025-07-12T14:38:37Z,2225,404,455912,master,"A privacy-first, self-hosted, fully open source personal knowledge management software, written in typescript and golang.",https://github.com/siyuan-note/siyuan,https://github.com/siyuan-note/siyuan.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chatboxai/chatbox,35736,TypeScript,2023-03-06T12:22:15Z,2025-07-12T14:00:31Z,3417,805,23277,main,"User-friendly Desktop Client App for AI Models/LLMs (GPT, Claude, Gemini, Ollama...)",https://github.com/chatboxai/chatbox,https://github.com/chatboxai/chatbox.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chatchat-space/Langchain-Chatchat,35559,TypeScript,2023-03-31T12:12:45Z,2025-07-12T10:16:48Z,5955,165,144216,master,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM, Qwen 与 Llama 等语言模型的 RAG 与 Agent 应用 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM, Qwen and Llama) RAG and Agent app with langchain ",https://github.com/chatchat-space/Langchain-Chatchat,https://github.com/chatchat-space/Langchain-Chatchat.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
typeorm/typeorm,35535,TypeScript,2016-02-29T07:41:14Z,2025-07-12T08:47:53Z,6417,2458,30142,master,"ORM for TypeScript and JavaScript. Supports MySQL, PostgreSQL, MariaDB, SQLite, MS SQL Server, Oracle, SAP Hana, WebSQL databases. Works in NodeJS, Browser, Ionic, Cordova and Electron platforms.",https://github.com/typeorm/typeorm,https://github.com/typeorm/typeorm.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
markedjs/marked,35103,TypeScript,2011-07-24T13:15:51Z,2025-07-12T14:28:55Z,3460,15,10295,master,A markdown parser and compiler. Built for speed.,https://github.com/markedjs/marked,https://github.com/markedjs/marked.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spacedriveapp/spacedrive,34938,TypeScript,2021-09-27T05:09:04Z,2025-07-12T08:14:36Z,1079,123,219432,main,"Spacedrive is an open source cross-platform file explorer, powered by a virtual distributed filesystem written in Rust.",https://github.com/spacedriveapp/spacedrive,https://github.com/spacedriveapp/spacedrive.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
menloresearch/jan,34658,TypeScript,2023-08-17T02:17:10Z,2025-07-12T14:43:12Z,2029,219,1222487,dev,Jan is an open source alternative to ChatGPT that runs 100% offline on your computer,https://github.com/menloresearch/jan,https://github.com/menloresearch/jan.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
reworkd/AgentGPT,34503,TypeScript,2023-04-07T02:29:19Z,2025-07-12T04:43:26Z,9450,211,91869,main,"🤖 Assemble, configure, and deploy autonomous AI Agents in your browser.",https://github.com/reworkd/AgentGPT,https://github.com/reworkd/AgentGPT.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fastapi/full-stack-fastapi-template,34502,TypeScript,2019-02-23T15:08:34Z,2025-07-12T13:58:22Z,6573,212,3344,master,"Full stack, modern web application template. Using FastAPI, React, SQLModel, PostgreSQL, Docker, GitHub Actions, automatic HTTPS and more.",https://github.com/fastapi/full-stack-fastapi-template,https://github.com/fastapi/full-stack-fastapi-template.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jaredpalmer/formik,34254,TypeScript,2017-06-14T19:50:59Z,2025-07-12T00:21:56Z,2801,829,15829,main,"Build forms in React, without the tears 😭 ",https://github.com/jaredpalmer/formik,https://github.com/jaredpalmer/formik.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
solidjs/solid,33917,TypeScript,2018-04-24T16:36:27Z,2025-07-12T12:29:40Z,977,133,13972,main,"A declarative, efficient, and flexible JavaScript library for building user interfaces.",https://github.com/solidjs/solid,https://github.com/solidjs/solid.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
twentyhq/twenty,33752,TypeScript,2022-12-01T13:04:40Z,2025-07-12T14:24:11Z,3758,230,333520,main,"Building a modern alternative to Salesforce, powered by the community.",https://github.com/twentyhq/twenty,https://github.com/twentyhq/twenty.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
portainer/portainer,33584,TypeScript,2016-05-19T20:15:28Z,2025-07-12T13:13:32Z,2614,773,82237,develop,Making Docker and Kubernetes management easy.,https://github.com/portainer/portainer,https://github.com/portainer/portainer.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mattermost/mattermost,33079,TypeScript,2015-06-15T06:50:02Z,2025-07-12T14:01:36Z,7850,927,847891,master,Mattermost is an open source platform for secure collaboration across the entire software development lifecycle..,https://github.com/mattermost/mattermost,https://github.com/mattermost/mattermost.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
immutable-js/immutable-js,33049,TypeScript,2014-07-02T06:02:29Z,2025-07-11T09:20:08Z,1776,112,125100,main,Immutable persistent data collections for Javascript which increase efficiency and simplicity.,https://github.com/immutable-js/immutable-js,https://github.com/immutable-js/immutable-js.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
outline/outline,32832,TypeScript,2016-05-22T21:31:47Z,2025-07-12T13:24:57Z,2684,116,73726,main,"The fastest knowledge base for growing teams. Beautiful, realtime collaborative, feature packed, and markdown compatible.",https://github.com/outline/outline,https://github.com/outline/outline.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AmruthPillai/Reactive-Resume,32182,TypeScript,2020-03-25T14:08:22Z,2025-07-12T14:33:46Z,3376,329,108447,main,"A one-of-a-kind resume builder that keeps your privacy in mind. Completely secure, customizable, portable, open-source and free forever. Try it out today!",https://github.com/AmruthPillai/Reactive-Resume,https://github.com/AmruthPillai/Reactive-Resume.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mifi/lossless-cut,32137,TypeScript,2016-10-30T10:49:56Z,2025-07-12T13:29:13Z,1517,208,21386,master,The swiss army knife of lossless video/audio editing,https://github.com/mifi/lossless-cut,https://github.com/mifi/lossless-cut.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pnpm/pnpm,32094,TypeScript,2016-01-28T07:40:43Z,2025-07-12T13:31:29Z,1160,1906,187588,main,"Fast, disk space efficient package manager",https://github.com/pnpm/pnpm,https://github.com/pnpm/pnpm.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
alan2207/bulletproof-react,31988,TypeScript,2021-05-30T14:47:16Z,2025-07-12T14:45:49Z,2903,45,2171,master,"🛡️ ⚛️ A simple, scalable, and powerful architecture for building production ready React applications. ",https://github.com/alan2207/bulletproof-react,https://github.com/alan2207/bulletproof-react.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
shardeum/shardeum,31827,TypeScript,2024-04-16T22:37:25Z,2025-07-12T14:03:43Z,691,83,24083,dev,Shardeum is an EVM based autoscaling blockchain,https://github.com/shardeum/shardeum,https://github.com/shardeum/shardeum.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mckaywrigley/chatbot-ui,31771,TypeScript,2023-03-11T14:53:14Z,2025-07-12T14:25:43Z,9143,217,3644,main,AI chat for any model.,https://github.com/mckaywrigley/chatbot-ui,https://github.com/mckaywrigley/chatbot-ui.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
balena-io/etcher,31667,TypeScript,2015-10-27T16:53:23Z,2025-07-12T07:50:04Z,2245,581,100933,master,"Flash OS images to SD cards & USB drives, safely and easily.",https://github.com/balena-io/etcher,https://github.com/balena-io/etcher.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vercel/swr,31667,TypeScript,2019-10-28T18:16:01Z,2025-07-12T07:05:29Z,1273,167,3438,main,React Hooks for Data Fetching,https://github.com/vercel/swr,https://github.com/vercel/swr.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
directus/directus,31619,TypeScript,2012-12-12T01:35:36Z,2025-07-12T14:17:57Z,4295,288,421912,main,"The flexible backend for all your projects 🐰 Turn your DB into a headless CMS, admin panels, or apps with a custom UI, instant APIs, auth & more.",https://github.com/directus/directus,https://github.com/directus/directus.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hasura/graphql-engine,31603,TypeScript,2018-06-18T07:57:36Z,2025-07-12T14:17:54Z,2808,2371,5192100,master,"Blazing fast, instant realtime GraphQL APIs on all your data with fine grained access control, also trigger webhooks on database events.",https://github.com/hasura/graphql-engine,https://github.com/hasura/graphql-engine.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
refinedev/refine,31593,TypeScript,2021-01-20T12:01:32Z,2025-07-12T11:35:43Z,2578,32,7556902,main,"A React Framework for building  internal tools, admin panels, dashboards & B2B apps with unmatched flexibility.",https://github.com/refinedev/refine,https://github.com/refinedev/refine.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
remix-run/remix,31426,TypeScript,2020-10-26T19:57:28Z,2025-07-12T08:35:49Z,2664,0,54159,main,"Build Better Websites. Create modern, resilient user experiences with web fundamentals.",https://github.com/remix-run/remix,https://github.com/remix-run/remix.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
floating-ui/floating-ui,31398,TypeScript,2016-03-29T17:00:47Z,2025-07-12T06:01:20Z,1640,29,40686,master,A JavaScript library to position floating elements and create interactions for them.,https://github.com/floating-ui/floating-ui,https://github.com/floating-ui/floating-ui.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ueberdosis/tiptap,31396,TypeScript,2018-08-20T19:58:58Z,2025-07-12T14:05:46Z,2565,668,59767,next,The headless rich text editor framework for web artisans.,https://github.com/ueberdosis/tiptap,https://github.com/ueberdosis/tiptap.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
niklasvh/html2canvas,31365,TypeScript,2011-07-16T01:05:58Z,2025-07-12T06:46:00Z,4871,1032,117300,master,Screenshots with JavaScript,https://github.com/niklasvh/html2canvas,https://github.com/niklasvh/html2canvas.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ReactiveX/rxjs,31352,TypeScript,2015-03-15T06:17:10Z,2025-07-12T10:34:16Z,3006,275,49357,master,A reactive programming library for JavaScript,https://github.com/ReactiveX/rxjs,https://github.com/ReactiveX/rxjs.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ianstormtaylor/slate,30920,TypeScript,2016-06-18T01:52:42Z,2025-07-12T09:44:55Z,3300,681,26016,main,A completely customizable framework for building rich text editors. (Currently in beta.),https://github.com/ianstormtaylor/slate,https://github.com/ianstormtaylor/slate.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
backstage/backstage,30722,TypeScript,2020-01-24T22:39:49Z,2025-07-12T00:45:13Z,6646,459,12388812,master,Backstage is an open framework for building developer portals,https://github.com/backstage/backstage,https://github.com/backstage/backstage.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xyflow/xyflow,30523,TypeScript,2019-07-15T14:47:30Z,2025-07-12T10:31:53Z,1977,96,38926,main,React Flow | Svelte Flow - Powerful open source libraries for building node-based UIs with React (https://reactflow.dev) or Svelte (https://svelteflow.dev). Ready out-of-the-box and infinitely customizable.,https://github.com/xyflow/xyflow,https://github.com/xyflow/xyflow.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
codex-team/editor.js,30491,TypeScript,2015-11-28T20:56:35Z,2025-07-12T06:07:45Z,2178,679,20644,next,A block-style editor with clean JSON output,https://github.com/codex-team/editor.js,https://github.com/codex-team/editor.js.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fabricjs/fabric.js,30203,TypeScript,2010-06-09T22:24:38Z,2025-07-12T10:01:54Z,3583,469,237278,master,"Javascript Canvas Library, SVG-to-Canvas (& canvas-to-SVG) Parser",https://github.com/fabricjs/fabric.js,https://github.com/fabricjs/fabric.js.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sequelize/sequelize,30075,TypeScript,2010-07-22T07:11:11Z,2025-07-11T23:32:01Z,4297,972,72985,main,"Feature-rich ORM for modern Node.js and TypeScript, it supports PostgreSQL (with JSON and JSONB support), MySQL, MariaDB, SQLite, MS SQL Server, Snowflake, Oracle DB (v6), DB2 and DB2 for IBM i.",https://github.com/sequelize/sequelize,https://github.com/sequelize/sequelize.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vadimdemedes/ink,29948,TypeScript,2017-06-12T06:12:28Z,2025-07-12T14:45:52Z,691,84,1555,master,🌈 React for interactive command-line apps,https://github.com/vadimdemedes/ink,https://github.com/vadimdemedes/ink.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
transloadit/uppy,29945,TypeScript,2015-11-16T12:32:33Z,2025-07-12T11:21:41Z,2070,175,407478,main,The next open source file uploader for web browsers :dog: ,https://github.com/transloadit/uppy,https://github.com/transloadit/uppy.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CherryHQ/cherry-studio,29903,TypeScript,2024-05-24T01:56:26Z,2025-07-12T14:45:05Z,2615,841,75561,main,🍒 Cherry Studio is a desktop client that supports for multiple LLM providers.,https://github.com/CherryHQ/cherry-studio,https://github.com/CherryHQ/cherry-studio.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
medusajs/medusa,29838,TypeScript,2020-01-18T13:39:04Z,2025-07-12T13:52:29Z,3477,137,567684,develop,The world's most flexible commerce platform.,https://github.com/medusajs/medusa,https://github.com/medusajs/medusa.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cheeriojs/cheerio,29618,TypeScript,2011-10-09T04:23:20Z,2025-07-12T10:11:40Z,1671,32,19498,main,"The fast, flexible, and elegant library for parsing and manipulating HTML and XML.",https://github.com/cheeriojs/cheerio,https://github.com/cheeriojs/cheerio.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TriliumNext/Trilium,29401,TypeScript,2017-05-23T00:30:20Z,2025-07-12T14:10:54Z,1972,1173,359108,main,Build your personal knowledge base with Trilium Notes,https://github.com/TriliumNext/Trilium,https://github.com/TriliumNext/Trilium.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
heyverse/hey,29305,TypeScript,2022-03-19T15:01:46Z,2025-07-12T14:40:04Z,1751,0,58369,main,Hey is a decentralized and permissionless social media app built with Lens Protocol 🌿,https://github.com/heyverse/hey,https://github.com/heyverse/hey.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pmndrs/react-three-fiber,29222,TypeScript,2019-02-25T14:31:51Z,2025-07-12T13:49:34Z,1704,94,26060,master,🇨🇭 A React renderer for Three.js,https://github.com/pmndrs/react-three-fiber,https://github.com/pmndrs/react-three-fiber.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
drizzle-team/drizzle-orm,29183,TypeScript,2021-06-24T09:03:05Z,2025-07-12T14:44:16Z,928,1616,41121,main,"Headless TypeScript ORM with a head. Runs on Node, Bun and Deno. Lives on the Edge and yes, it's a JavaScript ORM too 😅",https://github.com/drizzle-team/drizzle-orm,https://github.com/drizzle-team/drizzle-orm.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
motiondivision/motion,29150,TypeScript,2018-11-16T09:48:38Z,2025-07-12T08:53:31Z,982,282,1390995,main,A modern animation library for React and JavaScript,https://github.com/motiondivision/motion,https://github.com/motiondivision/motion.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mantinedev/mantine,29147,TypeScript,2021-01-07T14:02:19Z,2025-07-12T09:18:31Z,2094,30,177662,master,A fully featured React components library,https://github.com/mantinedev/mantine,https://github.com/mantinedev/mantine.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
postcss/postcss,28811,TypeScript,2013-09-24T23:06:48Z,2025-07-11T17:08:23Z,1576,27,10823,main,Transforming styles with JS plugins,https://github.com/postcss/postcss,https://github.com/postcss/postcss.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pmndrs/react-spring,28775,TypeScript,2018-03-07T15:39:32Z,2025-07-12T04:27:29Z,1207,125,676182,next,✌️ A spring physics based React animation library,https://github.com/pmndrs/react-spring,https://github.com/pmndrs/react-spring.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RSSNext/Folo,28769,TypeScript,2024-04-08T03:23:35Z,2025-07-12T14:39:02Z,1286,175,53963,dev,🧡 Follow everything in one place,https://github.com/RSSNext/Folo,https://github.com/RSSNext/Folo.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
refined-github/refined-github,28717,TypeScript,2016-02-15T16:45:02Z,2025-07-12T08:16:43Z,1584,143,25437,main,:octocat: Browser extension that simplifies the GitHub interface and adds useful features,https://github.com/refined-github/refined-github,https://github.com/refined-github/refined-github.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
